paper,title,author,affiliation
s7-2,機械学習を活用したディーゼルエンジン吸気系におけるガス温度の推定,脇坂　佳史,豊田中央研究所
s72-1,Future E-Truck Innovation: Next generation e-Powertrain concept for maximum flexibility and cost scaling.,Christoph Danzer,IAV
s72-1,Future E-Truck Innovation: Next generation e-Powertrain concept for maximum flexibility and cost scaling.,Hubertus Christian Ulmer,IAV
s72-1,Future E-Truck Innovation: Next generation e-Powertrain concept for maximum flexibility and cost scaling.,Rico Resch,IAV
s72-1,Future E-Truck Innovation: Next generation e-Powertrain concept for maximum flexibility and cost scaling.,Volker Ambrosius,IAV
s72-2,1D車両システムモデルを活用したハイブリッド車両の最適な熱及びパワーマネージメント制御の検討,佐藤　圭峰,マツダ
s73-2,Development of Battery Data Generation Technology <br />Using Time Series Wasserstein GAN based on Deep Learning.,Hyunjun Jang,Hyundai Motor
s73-2,Development of Battery Data Generation Technology <br />Using Time Series Wasserstein GAN based on Deep Learning.,Taekyu Kang,Hyundai Motor
s73-2,Development of Battery Data Generation Technology <br />Using Time Series Wasserstein GAN based on Deep Learning.,WOOSUNG KIM,Hyundai Motor
s73-3,走行中給電による省エネ，省資源社会への貢献,伊藤　淳貴,デンソー
s73-3,走行中給電による省エネ，省資源社会への貢献,永松　敏樹,デンソー
s73-3,走行中給電による省エネ，省資源社会への貢献,加藤　直也,デンソー
s73-3,走行中給電による省エネ，省資源社会への貢献,光田　徹治,デンソー
s73-3,走行中給電による省エネ，省資源社会への貢献,紺野　由希,デンソー
s73-3,走行中給電による省エネ，省資源社会への貢献,山口　浩司,デンソー
s73-3,走行中給電による省エネ，省資源社会への貢献,石原　光浩,デンソー
s73-3,走行中給電による省エネ，省資源社会への貢献,大杉　拓也,デンソー
s73-3,走行中給電による省エネ，省資源社会への貢献,大島　圭市,デンソー
s73-3,走行中給電による省エネ，省資源社会への貢献,谷　恵亮,デンソー
s76-2,日本語タイトル：<br>内傾機構を備えたパーソナルモビリティビークル(PMV)の制動を伴う障害物回避性能のシミュレーション解析,景山　一郎,日本大学
s76-2,日本語タイトル：<br>内傾機構を備えたパーソナルモビリティビークル(PMV)の制動を伴う障害物回避性能のシミュレーション解析,原口　哲之理,名古屋大学
s78-1,Development of Sub System Sled-Based Lateral Pole Impact Test,Alba Marquez,Applus+ IDIADA
s78-1,Development of Sub System Sled-Based Lateral Pole Impact Test,Alessandro Gravina,Applus+ IDIADA
s78-1,Development of Sub System Sled-Based Lateral Pole Impact Test,Carles Vidal,Applus+ IDIADA
s78-1,Development of Sub System Sled-Based Lateral Pole Impact Test,Genis Mensa,Applus+ IDIADA
s78-1,Development of Sub System Sled-Based Lateral Pole Impact Test,Gustavo Maturana,Applus+ IDIADA
s78-1,Development of Sub System Sled-Based Lateral Pole Impact Test,Jordi Vinas,Applus+ IDIADA
s78-1,Development of Sub System Sled-Based Lateral Pole Impact Test,Victor Garcia,Applus+ IDIADA
s78-2,A Comprehensive Approach to Hydrogen Vehicle Crash Testing Challenges,Carles Vidal Aguado,Applus+ IDIADA
s78-2,A Comprehensive Approach to Hydrogen Vehicle Crash Testing Challenges,Genis Mensa Vendrell,Applus+ IDIADA
s78-2,A Comprehensive Approach to Hydrogen Vehicle Crash Testing Challenges,Miguel Angel Gallego Ruiz,Applus+ IDIADA
s78-2,A Comprehensive Approach to Hydrogen Vehicle Crash Testing Challenges,Victor Garcia Santamaria,Applus+ IDIADA
s78-3,Raising the bar for heavy quadricycles safety in urban mobility<br>-Structure and occupant protection assessment of a L7-e vehicle through Euro NCAP tailored crash test protocols-,Carles Vidal Aguado,Applus+ IDIADA
s78-3,Raising the bar for heavy quadricycles safety in urban mobility<br>-Structure and occupant protection assessment of a L7-e vehicle through Euro NCAP tailored crash test protocols-,EMILIA Romero Tienda,Applus+ IDIADA
s78-3,Raising the bar for heavy quadricycles safety in urban mobility<br>-Structure and occupant protection assessment of a L7-e vehicle through Euro NCAP tailored crash test protocols-,Genis Mensa Vendrell,Applus+ IDIADA
s78-3,Raising the bar for heavy quadricycles safety in urban mobility<br>-Structure and occupant protection assessment of a L7-e vehicle through Euro NCAP tailored crash test protocols-,Jordi Salvat Pamies,Applus+ IDIADA
s78-3,Raising the bar for heavy quadricycles safety in urban mobility<br>-Structure and occupant protection assessment of a L7-e vehicle through Euro NCAP tailored crash test protocols-,Victor Garcia Santamaria,Applus+ IDIADA
s78-5,前突時のシート位置による乗員下肢傷害の研究,永野　翔悟,トヨタ自動車
s78-5,前突時のシート位置による乗員下肢傷害の研究,今井　裕明,トヨタ自動車
s78-5,前突時のシート位置による乗員下肢傷害の研究,根岸　俊充,トヨタ自動車
s78-5,前突時のシート位置による乗員下肢傷害の研究,糟谷　勇太,トヨタ自動車
s78-5,前突時のシート位置による乗員下肢傷害の研究,中根　裕司,トヨタ自動車
s78-5,前突時のシート位置による乗員下肢傷害の研究,林　重希,トヨタ自動車
s78-6,THUMSを用いた歩行者衝突における筋活性の影響調査,宮崎　浩,トヨタ自動車
s78-6,THUMSを用いた歩行者衝突における筋活性の影響調査,宮﨑　拓真,トヨタ自動車
s78-6,THUMSを用いた歩行者衝突における筋活性の影響調査,高比良　与志樹,トヨタ自動車
s78-6,THUMSを用いた歩行者衝突における筋活性の影響調査,今井　裕明,トヨタ自動車
s78-6,THUMSを用いた歩行者衝突における筋活性の影響調査,中根　裕司,トヨタ自動車
s78-6,THUMSを用いた歩行者衝突における筋活性の影響調査,飯塚　洋二朗,トヨタ自動車
s78-6,THUMSを用いた歩行者衝突における筋活性の影響調査,林　重希,トヨタ自動車
s79-1,平均体型女性バーチャル人体モデルの開発,松田　貴男,トヨタ自動車
s79-1,平均体型女性バーチャル人体モデルの開発,藤田　騎行,トヨタ自動車
s79-1,平均体型女性バーチャル人体モデルの開発,北川　裕一,トヨタ自動車
s79-2,単胎妊婦乗員モデル開発および当該モデルを用いた衝突時の胎盤剥離傷害予測,泉山　朋大,マツダ
s79-2,単胎妊婦乗員モデル開発および当該モデルを用いた衝突時の胎盤剥離傷害予測,朝日　龍介,マツダ
s79-2,単胎妊婦乗員モデル開発および当該モデルを用いた衝突時の胎盤剥離傷害予測,辻　温乃,マツダ
s81-1,高密度実装電子部品の製造品質を担保するためのロバスト設計の検討と考察,古川　智之,トヨタ自動車
s81-1,高密度実装電子部品の製造品質を担保するためのロバスト設計の検討と考察,柴田　靖文,トヨタ自動車
s81-1,高密度実装電子部品の製造品質を担保するためのロバスト設計の検討と考察,西森　久雄,トヨタ自動車
s81-1,高密度実装電子部品の製造品質を担保するためのロバスト設計の検討と考察,折中　ミイユ,トヨタ自動車
s81-1,高密度実装電子部品の製造品質を担保するためのロバスト設計の検討と考察,武藤　潤,トヨタ自動車
s81-2,重回帰モデルによるエンジンの物理量センサー値の予測,小林　謙太,マツダ
s81-2,重回帰モデルによるエンジンの物理量センサー値の予測,森実　健一,マツダ
s81-2,重回帰モデルによるエンジンの物理量センサー値の予測,矢野　佑樹,マツダ
s81-2,重回帰モデルによるエンジンの物理量センサー値の予測,柚木　伸夫,マツダ
s81-2,重回帰モデルによるエンジンの物理量センサー値の予測,和田　幸史朗,マツダ
s81-7,AI-based low pressure fuel pump pressure sensor prediction model by Super TML,JUNYOUNG SHIN,Hyundai Motor
s81-7,AI-based low pressure fuel pump pressure sensor prediction model by Super TML,SOOIN LEE,Hyundai Motor
s81-7,AI-based low pressure fuel pump pressure sensor prediction model by Super TML,TACKOON KIM,Hyundai Motor
s82-3,Study on Plastic Materials for FCEV Thermal Management System Components : Comparative Analysis of PA and PP,CHULWAN PARK,Hyundai Motor
s82-3,Study on Plastic Materials for FCEV Thermal Management System Components : Comparative Analysis of PA and PP,HYEONGWON PARK,Hyundai Motor
s82-3,Study on Plastic Materials for FCEV Thermal Management System Components : Comparative Analysis of PA and PP,JIHYUN LEE,Hyundai Motor
s82-3,Study on Plastic Materials for FCEV Thermal Management System Components : Comparative Analysis of PA and PP,KYEONGJUN BAEK,Hyundai Motor
s82-3,Study on Plastic Materials for FCEV Thermal Management System Components : Comparative Analysis of PA and PP,KYUNGHWAN OH,Hyundai Motor
s82-3,Study on Plastic Materials for FCEV Thermal Management System Components : Comparative Analysis of PA and PP,MINGYUN CHUNG,Hyundai Motor
s82-3,Study on Plastic Materials for FCEV Thermal Management System Components : Comparative Analysis of PA and PP,SOOHWAN KIM,Hyundai Motor
s82-3,Study on Plastic Materials for FCEV Thermal Management System Components : Comparative Analysis of PA and PP,TAEGEUN KIM,Hyundai Motor
s82-3,Study on Plastic Materials for FCEV Thermal Management System Components : Comparative Analysis of PA and PP,WOOKIL JANG,Hyundai Motor
s83-1,耐火構造の違いが繊維強化樹脂複合材料の燃焼性に及ぼす影響,安田　周平,マツダ
s83-1,耐火構造の違いが繊維強化樹脂複合材料の燃焼性に及ぼす影響,山田　裕紀,マツダ
s83-1,耐火構造の違いが繊維強化樹脂複合材料の燃焼性に及ぼす影響,小川　淳一,マツダ
s84-1,A Study of Haptic Simulator for Virtual Door Open &amp; Close Feeling Test,Jaehoon Chung,Hyundai Motor
s84-2,Customized interior lamp control<br />by detecting and determining the condition of passengers,SUNG HO PARK,Hyundai Motor
s84-4,Assessing Driver Engagement in a Driving Simulator,Cristina Periago Linares,Applus+ IDIADA
s84-4,Assessing Driver Engagement in a Driving Simulator,Elena Castro Gonzalez,Applus+ IDIADA
s84-4,Assessing Driver Engagement in a Driving Simulator,Francesco Deiana,Applus+ IDIADA
s84-4,Assessing Driver Engagement in a Driving Simulator,James Jackson,Applus+ IDIADA
s84-5,A Study on Optimal Energy use for operating moving parts in vehicle,Jaeyoon Ryoo,Hyundai Motor
s84-5,A Study on Optimal Energy use for operating moving parts in vehicle,Kyungsup Chun,Hyundai Motor
s84-5,A Study on Optimal Energy use for operating moving parts in vehicle,MINHYUNG BYUN,Hyundai Motor
s84-5,A Study on Optimal Energy use for operating moving parts in vehicle,Sanghyun Lee,Hyundai Motor
s84-5,A Study on Optimal Energy use for operating moving parts in vehicle,Seokjin Park,Hyundai Motor
s8-6,CFDを用いたワイパー作動時のウォッシャ液流れ予測手法,安岡　志朗,トヨタ自動車
s8-6,CFDを用いたワイパー作動時のウォッシャ液流れ予測手法,伊藤　祐太,トヨタ自動車
s8-6,CFDを用いたワイパー作動時のウォッシャ液流れ予測手法,水谷　有沙,トヨタ自動車
s8-6,CFDを用いたワイパー作動時のウォッシャ液流れ予測手法,中村　竣,トヨタ自動車
s9-3,グラフ構造化分析を用いた自動車の空気抵抗に寄与する流れ場の同定,瀬尾　晃平,マツダ
s9-3,グラフ構造化分析を用いた自動車の空気抵抗に寄与する流れ場の同定,清水　圭吾,マツダ
s9-3,グラフ構造化分析を用いた自動車の空気抵抗に寄与する流れ場の同定,中村　優佑,マツダ
s9-3,グラフ構造化分析を用いた自動車の空気抵抗に寄与する流れ場の同定,平岡　武宜,マツダ
s9-3,グラフ構造化分析を用いた自動車の空気抵抗に寄与する流れ場の同定,目良　貢,マツダ
s9-5,風切り音性能開発を目的とした，Aピラー周りの剥離点予測に必要なCFD空間解像度の検討,渡会　昌之,本田技研工業
s9-5,風切り音性能開発を目的とした，Aピラー周りの剥離点予測に必要なCFD空間解像度の検討,樋渡　一晃,本田技研工業
s9-5,風切り音性能開発を目的とした，Aピラー周りの剥離点予測に必要なCFD空間解像度の検討,米満　竜太,本田技研工業
